# Generated curated bigrams for multilingual keyboard parity.
# Format: prev<TAB>next<TAB>count
bună	dimineața	1500000
bună	ziua	1300000
mulțumesc	mult	1500000
te	rog	1700000
nu	știu	1500000
eu	cred	1100000
este	bine	1200000
ne	vedem	1400000
foarte	bine	1200000
de	exemplu	900000
fără	probleme	800000
spune	mi	800000
după	muncă	1400000
clientul	cere	1400000
trenul	pleacă	1400000
farmacia	închide	1400000
familia	vine	1400000
telefonul	se	1400000
acasă	la	700000
mâine	dimineață	1400000
mona	lisa	1200000
albert	einstein	1200000
marie	curie	1200000
isaac	newton	1200000
charles	darwin	1100000
william	shakespeare	1100000
ludwig	van	1000000
van	beethoven	1000000
johann	sebastian	1000000
sebastian	bach	1000000
wolfgang	amadeus	1000000
amadeus	mozart	1000000
vincent	van	1100000
van	gogh	1100000
leonardo	da	1100000
da	vinci	1100000
frida	kahlo	1000000
pablo	picasso	1100000
galileo	galilei	1000000
nelson	mandela	1000000
mahatma	gandhi	1000000
taj	mahal	1000000
machu	picchu	1000000
big	ben	1000000
louvre	museum	900000
grand	canyon	900000
notre	dame	900000
turnul	eiffel	900000
statuia	libertății	900000
înainte	de	1400000
de	ședință	1400000
în	seara	1400000
seara	asta	1400000
săptămâna	aceasta	1400000
cu	familia	1400000
pentru	că	1400000
că	este	1400000
este	important	1400000
când	ai	1400000
ai	timp	1400000
bună	poți	1400000
cred	că	1400000
spune	când	1400000
trimite	mi	1400000
mulțumesc	pentru	1400000
nu	uita	1400000
notă	rapidă	1400000
rapidă	despre	1400000
trebuie	verificat	1400000
pentru	mâine	1400000
amintește	mi	1400000
ședința	despre	1400000
trebuie	trimis	1400000
raportul	menționează	1400000
mama	întreabă	1400000
întreabă	despre	1400000
tata	poate	1400000
poate	lua	1400000
copiii	vor	1400000
vedem	cu	1400000
pleacă	spre	1400000
trebuie	rezervat	1400000
biletul	pentru	1400000
gara	are	1400000
hotelul	confirmă	1400000
autobuzul	ajunge	1400000
ajunge	la	1400000
metroul	are	1400000
păstrează	biletul	1400000
ruta	se	1400000
se	schimbă	1400000
schimbă	spre	1400000
taxiul	așteaptă	1400000
așteaptă	la	1400000
clasa	începe	1400000
începe	cu	1400000
profesorul	menționează	1400000
tema	este	1400000
este	despre	1400000
școala	închide	1400000
examenul	cere	1400000
medicul	confirmă	1400000
închide	pentru	1400000
trebuie	să	1400000
să	iau	1400000
programarea	este	1400000
este	pentru	1400000
rețeta	rămâne	1400000
rămâne	la	1400000
trebuie	cumpărat	1400000
cumpărăturile	includ	1400000
comanda	vine	1400000
vine	cu	1400000
prețul	se	1400000
schimbă	pentru	1400000
cafeaua	este	1400000
cina	va	1400000
va	fi	1400000
rețeta	folosește	1400000
rugăciunea	începe	1400000
începe	înainte	1400000
familia	merge	1400000
merge	la	1400000
mesajul	vorbește	1400000
vorbește	despre	1400000
biserica	deschide	1400000
deschide	pentru	1400000
cartea	citează	1400000
tribunalul	așteaptă	1400000
avocatul	pregătește	1400000
legea	schimbă	1400000
poliția	păstrează	1400000
judecătorul	cere	1400000
guvernul	pregătește	1400000
ministrul	vorbește	1400000
votul	începe	1400000
partidul	răspunde	1400000
răspunde	la	1400000
primăria	schimbă	1400000
meciul	începe	1400000
echipa	se	1400000
se	antrenează	1400000
antrenează	pentru	1400000
jucătorul	verifică	1400000
stadionul	deschide	1400000
cursa	trece	1400000
trece	prin	1400000
chiria	se	1400000
se	plătește	1400000
plătește	pentru	1400000
verifică	factura	1400000
factura	pentru	1400000
bugetul	acoperă	1400000
banca	confirmă	1400000
păstrează	asigurarea	1400000
asigurarea	pentru	1400000
casa	are	1400000
are	nevoie	1400000
nevoie	de	1400000
reparația	cere	1400000
internetul	merge	1400000
merge	cu	1400000
cheia	rămâne	1400000
mutarea	folosește	1400000
filmul	începe	1400000
începe	după	1400000
muzica	continuă	1400000
continuă	cu	1400000
podcastul	vorbește	1400000
serialul	vine	1400000
jocul	merge	1400000
merge	pe	1400000
se	încarcă	1400000
fișierul	rămâne	1400000
rămâne	în	1400000
site	ul	1400000
ul	arată	1400000
parola	merge	1400000
merge	pentru	1400000
actualizarea	este	1400000
muzeul	prezintă	1400000
cartea	explică	1400000
istoria	menționează	1400000
știința	cere	1400000
pictura	rămâne	1400000
sună	când	1400000
programarea	se	1400000
păstrează	adresa	1400000
adresa	pentru	1400000
calendarul	confirmă	1400000
mesajul	este	1400000
ziua	de	1400000
de	naștere	1400000
poți	mesajul	1400000
poți	răspunsul	1400000
poți	poza	1400000
poți	telefonul	1400000
poți	programarea	1400000
că	mesajul	1400000
că	răspunsul	1400000
că	poza	1400000
că	telefonul	1400000
că	programarea	1400000
când	mesajul	1400000
când	răspunsul	1400000
când	poza	1400000
când	telefonul	1400000
când	programarea	1400000
mi	mesajul	1400000
mi	răspunsul	1400000
mi	poza	1400000
mi	telefonul	1400000
mi	programarea	1400000
pentru	mesajul	1400000
pentru	răspunsul	1400000
pentru	poza	1400000
pentru	telefonul	1400000
pentru	programarea	1400000
mesajul	mesajul	1400000
mesajul	răspunsul	1400000
mesajul	poza	1400000
mesajul	telefonul	1400000
mesajul	programarea	1400000
mesajul	înainte	1400000
mesajul	după	1400000
mesajul	mâine	1400000
mesajul	în	1400000
mesajul	săptămâna	1400000
mesajul	acasă	1400000
mesajul	cu	1400000
mesajul	pentru	1400000
mesajul	când	1400000
mesajul	te	1400000
mesajul	și	1400000
și	mesajul	1400000
și	răspunsul	1400000
și	poza	1400000
și	telefonul	1400000
și	programarea	1400000
răspunsul	mesajul	1400000
răspunsul	răspunsul	1400000
răspunsul	poza	1400000
răspunsul	telefonul	1400000
răspunsul	programarea	1400000
răspunsul	înainte	1400000
răspunsul	după	1400000
răspunsul	mâine	1400000
răspunsul	în	1400000
răspunsul	săptămâna	1400000
răspunsul	acasă	1400000
răspunsul	cu	1400000
răspunsul	pentru	1400000
răspunsul	când	1400000
răspunsul	te	1400000
răspunsul	și	1400000
poza	mesajul	1400000
poza	răspunsul	1400000
poza	poza	1400000
poza	telefonul	1400000
poza	programarea	1400000
poza	înainte	1400000
poza	după	1400000
poza	mâine	1400000
poza	în	1400000
poza	săptămâna	1400000
poza	acasă	1400000
poza	cu	1400000
poza	pentru	1400000
poza	când	1400000
poza	te	1400000
poza	și	1400000
telefonul	mesajul	1400000
telefonul	răspunsul	1400000
telefonul	poza	1400000
telefonul	telefonul	1400000
telefonul	programarea	1400000
telefonul	înainte	1400000
telefonul	după	1400000
telefonul	mâine	1400000
telefonul	în	1400000
telefonul	săptămâna	1400000
telefonul	acasă	1400000
telefonul	cu	1400000
telefonul	pentru	1400000
telefonul	când	1400000
telefonul	te	1400000
telefonul	și	1400000
programarea	mesajul	1400000
programarea	răspunsul	1400000
programarea	poza	1400000
programarea	telefonul	1400000
programarea	programarea	1400000
programarea	înainte	1400000
programarea	după	1400000
programarea	mâine	1400000
programarea	în	1400000
programarea	săptămâna	1400000
programarea	acasă	1400000
programarea	cu	1400000
programarea	pentru	1400000
programarea	când	1400000
programarea	te	1400000
programarea	și	1400000
uita	lista	1400000
uita	documentul	1400000
uita	problema	1400000
uita	casa	1400000
uita	calendarul	1400000
despre	lista	1400000
despre	documentul	1400000
despre	problema	1400000
despre	casa	1400000
despre	calendarul	1400000
verificat	lista	1400000
verificat	documentul	1400000
verificat	problema	1400000
verificat	casa	1400000
verificat	calendarul	1400000
mâine	lista	1400000
mâine	documentul	1400000
mâine	problema	1400000
mâine	casa	1400000
mâine	calendarul	1400000
mi	lista	1400000
mi	documentul	1400000
mi	problema	1400000
mi	casa	1400000
mi	calendarul	1400000
lista	lista	1400000
lista	documentul	1400000
lista	problema	1400000
lista	casa	1400000
lista	calendarul	1400000
lista	înainte	1400000
lista	după	1400000
lista	mâine	1400000
lista	în	1400000
lista	săptămâna	1400000
lista	acasă	1400000
lista	cu	1400000
lista	pentru	1400000
lista	când	1400000
lista	te	1400000
lista	și	1400000
și	lista	1400000
și	documentul	1400000
și	problema	1400000
și	casa	1400000
și	calendarul	1400000
documentul	lista	1400000
documentul	documentul	1400000
documentul	problema	1400000
documentul	casa	1400000
documentul	calendarul	1400000
documentul	înainte	1400000
documentul	după	1400000
documentul	mâine	1400000
documentul	în	1400000
documentul	săptămâna	1400000
documentul	acasă	1400000
documentul	cu	1400000
documentul	pentru	1400000
documentul	când	1400000
documentul	te	1400000
documentul	și	1400000
problema	lista	1400000
problema	documentul	1400000
problema	problema	1400000
problema	casa	1400000
problema	calendarul	1400000
problema	înainte	1400000
problema	după	1400000
problema	mâine	1400000
problema	în	1400000
problema	săptămâna	1400000
problema	acasă	1400000
problema	cu	1400000
problema	pentru	1400000
problema	când	1400000
problema	te	1400000
problema	și	1400000
casa	lista	1400000
casa	documentul	1400000
casa	problema	1400000
casa	casa	1400000
casa	calendarul	1400000
casa	înainte	1400000
casa	după	1400000
casa	mâine	1400000
casa	în	1400000
casa	săptămâna	1400000
casa	acasă	1400000
casa	cu	1400000
casa	pentru	1400000
casa	când	1400000
casa	te	1400000
casa	și	1400000
calendarul	lista	1400000
calendarul	documentul	1400000
calendarul	problema	1400000
calendarul	casa	1400000
calendarul	calendarul	1400000
calendarul	înainte	1400000
calendarul	după	1400000
calendarul	mâine	1400000
calendarul	în	1400000
calendarul	săptămâna	1400000
calendarul	acasă	1400000
calendarul	cu	1400000
calendarul	pentru	1400000
calendarul	când	1400000
calendarul	te	1400000
calendarul	și	1400000
cere	proiectul	1400000
cere	raportul	1400000
cere	ședința	1400000
cere	clientul	1400000
cere	biroul	1400000
despre	proiectul	1400000
despre	raportul	1400000
despre	ședința	1400000
despre	clientul	1400000
despre	biroul	1400000
trimis	proiectul	1400000
trimis	raportul	1400000
trimis	ședința	1400000
trimis	clientul	1400000
trimis	biroul	1400000
pregătesc	proiectul	1400000
pregătesc	raportul	1400000
pregătesc	ședința	1400000
pregătesc	clientul	1400000
pregătesc	biroul	1400000
menționează	proiectul	1400000
menționează	raportul	1400000
menționează	ședința	1400000
menționează	clientul	1400000
