# Generated curated bigrams for multilingual keyboard parity.
# Format: prev<TAB>next<TAB>count
je	suis	1900000
j'ai	été	1200000
je	pense	900000
je	veux	900000
tu	es	900000
nous	avons	900000
merci	beaucoup	1600000
s'il	vous	1400000
vous	plaît	1400000
bonjour	tout	900000
tout	le	1800000
très	bien	1500000
à	bientôt	800000
à	demain	700000
bonne	journée	900000
bonne	nuit	700000
pas	du	900000
d'accord	avec	500000
bien	sûr	1000000
par	exemple	1000000
# Curated phone-typing priors from long-form French Android keyboard baselines.
merci	de	1800000
de	partager	1500000
de	vérifier	1400000
de	répondre	1200000
de	la	1800000
avant	demain	1400000
avant	le	1700000
avant	la	1500000
avant	de	1300000
après	le	1700000
après	midi	900000
ce	soir	1400000
cette	semaine	1400000
demain	matin	1400000
petite	note	1500000
note	sur	1500000
peux	tu	1400000
tu	as	1400000
as	le	1400000
le	temps	1400000
nous	devons	1500000
devons	préparer	1200000
devons	régler	1200000
parce	que	1900000
pense	que	1300000
pense	bien	1400000
bien	contrôler	1300000
contrôler	le	1800000
le	dernier	1500000
dernier	message	1500000
message	sur	1500000
dit	pour	1000000
dit	si	1000000
sur	le	1800000
sur	la	1600000
pour	le	1800000
pour	la	1400000
pour	ne	1200000
pour	que	1400000
ne	pas	1500000
pas	oublier	1200000
simple	et	1200000
et	clair	1200000
ceci	concerne	1100000
rappel	rapide	1200000
rapide	pour	1200000
le	message	1500000
la	réponse	1100000
le	téléphone	1300000
la	semaine	1100000
la	maison	1500000
le	client	1300000
le	dossier	1100000
dossier	reste	1800000
reste	clair	1800000
le	projet	1300000
la	réunion	1300000
le	bureau	1100000
bureau	peux	1600000
le	travail	1300000
le	train	1200000
la	gare	1000000
le	billet	1000000
la	voiture	1000000
la	plage	900000
les	vacances	1000000
le	déjeuner	1300000
le	dîner	1300000
la	cuisine	1000000
le	pain	1300000
le	café	1300000
le	repas	1300000
le	fromage	1200000
la	famille	1300000
les	enfants	1500000
la	pharmacie	1400000
le	médecin	1300000
le	docteur	1100000
le	médicament	1100000
le	rendez	1200000
rendez	vous	1300000
du	bureau	1000000
du	beurre	900000
du	fromage	1000000
du	pain	1000000
du	café	1000000
tout	le	1800000
le	monde	1500000
monde	a	1200000
a	faim	1200000
car	le	1200000
le	magasin	1100000
magasin	ferme	1100000
le	billet	1000000
peut	changer	1000000
la	photo	1000000
la	musique	1000000
le	film	1000000
une	idée	1000000
sont	prêts	3000000
départ	vers	2200000
vers	aéroport	1800000
vacances	commencent	2200000
commencent	vendredi	1600000
vendredi	soir	1600000
soir	près	1600000
près	de	2200000
téléphone	reste	1800000
reste	car	1800000
message	était	3200000
était	court	3200000
court	peux	1200000
partager	la	2200000
partager	le	2000000
demain	le	2200000
la	facture	1800000
le	paiement	1600000
garde	l'assurance	1600000
la	série	1800000
série	arrive	1600000
série	commence	1500000
le	film	1600000
le	musée	1800000
le	poème	1800000
poème	reste	1700000
régler	le	1500000
le	score	1800000
score	change	1700000
quand	le	1800000
# Broad-domain French E2E priors: politics, school, transport, religion, art,
# history, science, literature, and everyday civic/admin phrases.
je	vérifie	2400000
vérifie	le	2200000
le	gouvernement	2200000
gouvernement	et	2000000
et	le	2200000
le	ministre	2200000
ministre	avant	1800000
préparer	le	2200000
le	débat	2200000
débat	demain	1800000
matin	le	2200000
le	point	2400000
point	important	2200000
important	avec	2200000
la	campagne	2200000
campagne	reste	2000000
reste	quand	2200000
le	vote	2200000
vote	commence	2200000
la	science	2400000
science	demande	2300000
demande	une	2200000
une	preuve	2300000
preuve	claire	2200000
le	livre	2400000
livre	explique	2400000
explique	histoire	2300000
histoire	locale	2300000
concerne	la	2000000
la	peinture	2400000
peinture	pas	1800000
pas	le	2200000
dans	la	2300000
la	note	2300000
note	du	2200000
du	musée	2400000
la	culture	2200000
culture	change	2200000
semaine	rappel	1800000
la	visite	2000000
je	pense	2400000
que	église	1800000
église	demande	1800000
demande	la	2200000
la	mosquée	2200000
préparer	la	2200000
la	prière	2400000
message	parle	2200000
parle	de	2200000
de	foi	2200000
foi	et	2200000
et	de	2200000
de	paix	2200000
prière	demande	2000000
un	souvenir	2200000
souvenir	près	2200000
près	du	2200000
gare	avant	1800000
pour	le	2200000
le	trajet	2200000
le	professeur	2200000
professeur	demande	2200000
demande	le	2200000
le	devoir	2200000
la	classe	2200000
classe	travaille	2200000
travaille	sur	2200000
la	leçon	2200000
dois	réviser	2200000
livre	demain	2600000
demain	matin	2600000
peinture	reste	2200000
clair	cette	2200000
mosquée	ouvre	3000000
ouvre	avant	2600000
livre	cite	2600000
cite	la	2600000
je	pense	2600000
pense	que	2600000
du	pays	3000000
pays	garde	2600000
garde	la	2600000
la	carte	3000000
carte	montre	2800000
la	capitale	2800000
capitale	du	2800000
la	montagne	2400000
la	ville	2800000
le	planning	2800000
planning	change	2600000
sur	l'adresse	2200000
