# Generated curated bigrams for multilingual keyboard parity.
# Format: prev<TAB>next<TAB>count
buon	giorno	1500000
buona	sera	900000
buona	notte	900000
grazie	mille	1500000
per	favore	1800000
non	so	1600000
non	voglio	900000
va	bene	1400000
a	domani	900000
a	presto	800000
ti	voglio	900000
molto	bene	1200000
per	esempio	900000
senza	problemi	700000
ci	vediamo	900000
mi	dispiace	800000
questa	sera	900000
domani	mattina	800000
con	la	1000000
con	il	1000000
mona	lisa	1200000
albert	einstein	1200000
marie	curie	1200000
isaac	newton	1200000
charles	darwin	1100000
william	shakespeare	1100000
ludwig	van	1000000
van	beethoven	1000000
johann	sebastian	1000000
sebastian	bach	1000000
wolfgang	amadeus	1000000
amadeus	mozart	1000000
vincent	van	1100000
van	gogh	1100000
leonardo	da	1100000
da	vinci	1100000
frida	kahlo	1000000
pablo	picasso	1100000
galileo	galilei	1000000
nelson	mandela	1000000
mahatma	gandhi	1000000
taj	mahal	1000000
machu	picchu	1000000
big	ben	1000000
louvre	museum	900000
grand	canyon	900000
notre	dame	900000
monna	lisa	900000
la	gioconda	900000
torre	eiffel	900000
