# Generated curated bigrams for multilingual keyboard parity.
# Format: prev<TAB>next<TAB>count
god	morgen	1500000
god	aften	900000
tusind	tak	1500000
tak	skal	1300000
jeg	ved	1500000
jeg	tror	1400000
det	er	1700000
vi	ses	1400000
i	morgen	1200000
intet	problem	900000
meget	godt	1100000
for	eksempel	900000
send	mig	1400000
efter	arbejde	1400000
mødet	starter	900000
kunden	spørger	1400000
toget	kører	1400000
familien	kommer	1400000
telefonen	oplader	1400000
husk	at	1400000
mona	lisa	1200000
albert	einstein	1200000
marie	curie	1200000
isaac	newton	1200000
charles	darwin	1100000
william	shakespeare	1100000
ludwig	van	1000000
van	beethoven	1000000
johann	sebastian	1000000
sebastian	bach	1000000
wolfgang	amadeus	1000000
amadeus	mozart	1000000
vincent	van	1100000
van	gogh	1100000
leonardo	da	1100000
da	vinci	1100000
frida	kahlo	1000000
pablo	picasso	1100000
galileo	galilei	1000000
nelson	mandela	1000000
mahatma	gandhi	1000000
taj	mahal	1000000
machu	picchu	1000000
big	ben	1000000
louvre	museum	900000
grand	canyon	900000
notre	dame	900000
før	mødet	1400000
morgen	tidlig	1400000
denne	uge	1400000
med	familien	1400000
fordi	det	1400000
er	vigtigt	1400000
når	du	1400000
du	har	1400000
har	tid	1400000
hej	kan	1400000
kan	du	1400000
tror	at	1400000
sig	til	1400000
til	når	1400000
tak	for	1400000
glem	ikke	1400000
hurtig	note	1400000
note	om	1400000
vi	skal	1400000
skal	tjekke	1400000
til	morgen	1400000
spørger	om	1400000
mødet	om	1400000
skal	sende	1400000
jeg	forbereder	1400000
rapporten	nævner	1400000
mor	spørger	1400000
far	kan	1400000
kan	hente	1400000
børnene	vil	1400000
vil	have	1400000
ses	med	1400000
kører	til	1400000
skal	booke	1400000
billetten	til	1400000
stationen	har	1400000
hotellet	bekræfter	1400000
bussen	kommer	1400000
kommer	til	1400000
metroen	har	1400000
gem	billetten	1400000
ruten	ændrer	1400000
taxaen	venter	1400000
venter	ved	1400000
klassen	starter	1400000
starter	med	1400000
læreren	nævner	1400000
lektien	handler	1400000
handler	om	1400000
skolen	lukker	1400000
lukker	for	1400000
eksamen	kræver	1400000
lægen	bekræfter	1400000
apoteket	lukker	1400000
jeg	skal	1400000
skal	hente	1400000
aftalen	er	1400000
er	om	1400000
medicinen	ligger	1400000
ligger	ved	1400000
skal	købe	1400000
indkøbene	mangler	1400000
ordren	kommer	1400000
kommer	med	1400000
prisen	ændrer	1400000
ændrer	sig	1400000
sig	for	1400000
vi	spiser	1400000
jeg	laver	1400000
kaffen	er	1400000
er	til	1400000
aftensmaden	bliver	1400000
opskriften	bruger	1400000
bønnen	starter	1400000
starter	før	1400000
familien	går	1400000
går	til	1400000
beskeden	handler	1400000
kirken	åbner	1400000
åbner	for	1400000
bogen	citerer	1400000
retten	venter	1400000
venter	på	1400000
advokaten	forbereder	1400000
loven	ændrer	1400000
politiet	gemmer	1400000
dommeren	beder	1400000
beder	om	1400000
regeringen	forbereder	1400000
ministeren	taler	1400000
taler	om	1400000
afstemningen	starter	1400000
partiet	svarer	1400000
svarer	på	1400000
kommunen	ændrer	1400000
kampen	starter	1400000
holdet	træner	1400000
træner	til	1400000
spilleren	tjekker	1400000
stadion	åbner	1400000
løbet	går	1400000
går	gennem	1400000
huslejen	betales	1400000
betales	for	1400000
tjek	regningen	1400000
regningen	for	1400000
budgettet	dækker	1400000
banken	bekræfter	1400000
gem	forsikringen	1400000
forsikringen	til	1400000
huset	mangler	1400000
reparationen	kræver	1400000
internettet	virker	1400000
virker	med	1400000
nøglen	ligger	1400000
flytningen	bruger	1400000
filmen	starter	1400000
starter	efter	1400000
musikken	fortsætter	1400000
fortsætter	med	1400000
podcasten	handler	1400000
serien	kommer	1400000
spillet	virker	1400000
virker	på	1400000
filen	ligger	1400000
siden	viser	1400000
adgangskoden	virker	1400000
virker	til	1400000
opdateringen	er	1400000
museet	viser	1400000
bogen	forklarer	1400000
historien	nævner	1400000
videnskaben	kræver	1400000
maleriet	hænger	1400000
ring	når	1400000
aftalen	ændrer	1400000
gem	adressen	1400000
adressen	til	1400000
kalenderen	bekræfter	1400000
beskeden	er	1400000
