# Generated curated bigrams for multilingual keyboard parity.
# Format: prev<TAB>next<TAB>count
ich	bin	1800000
ich	habe	1400000
ich	weiß	1200000
ich	glaube	900000
du	bist	900000
wir	haben	900000
vielen	dank	1500000
danke	schön	1200000
guten	morgen	1200000
guten	tag	900000
guten	abend	700000
gute	nacht	700000
bis	später	700000
auf	jeden	700000
zum	beispiel	900000
nach	hause	700000
keine	ahnung	800000
alles	klar	900000
sehr	gut	1000000
nicht	wahr	500000
die	einkäufe	900000
zeit	hast	900000
ich	prüfe	900000
sich	ändert	900000
mona	lisa	1200000
albert	einstein	1200000
marie	curie	1200000
isaac	newton	1200000
charles	darwin	1100000
william	shakespeare	1100000
ludwig	van	1000000
van	beethoven	1000000
johann	sebastian	1000000
sebastian	bach	1000000
wolfgang	amadeus	1000000
amadeus	mozart	1000000
vincent	van	1100000
van	gogh	1100000
leonardo	da	1100000
da	vinci	1100000
frida	kahlo	1000000
pablo	picasso	1100000
galileo	galilei	1000000
nelson	mandela	1000000
mahatma	gandhi	1000000
taj	mahal	1000000
machu	picchu	1000000
big	ben	1000000
louvre	museum	900000
grand	canyon	900000
notre	dame	900000
brandenburger	tor	900000
