# Generated curated bigrams for multilingual keyboard parity.
# Format: prev<TAB>next<TAB>count
buenos	días	1500000
buenas	tardes	900000
buenas	noches	900000
muchas	gracias	1800000
por	favor	2000000
hasta	luego	900000
hasta	mañana	700000
no	sé	1600000
no	quiero	900000
yo	creo	900000
está	bien	900000
muy	bien	1300000
todo	bien	1000000
qué	tal	1100000
cómo	estás	900000
te	quiero	1000000
de	acuerdo	1200000
por	supuesto	900000
sin	embargo	1000000
a	veces	900000
para	mañana	1800000
gobierno	prepara	1600000
ministro	habla	1500000
voto	empieza	1500000
partido	responde	1500000
presidente	dice	1500000
médico	dijo	1600000
farmacia	cierra	1500000
policía	guarda	1500000
tribunal	espera	1500000
abogado	prepara	1500000
juez	pide	1500000
ley	cambia	1500000
partido	empieza	1500000
estadio	abre	1400000
juego	funciona	1600000
podcast	habla	1500000
serie	llega	1500000
música	sigue	1600000
película	empieza	1500000
pintura	seca	1500000
jardín	necesita	1500000
clase	empieza	1500000
